"row_number"	"description"	"symbol_gene_string"	"ensembl_gene_string"
788	"Lymphoma, Non-Hodgkin"	"{CLSTN1},{CTNNBIP1},{H6PD},{LZIC},{NMNAT1},{PIK3CD},{RBP7},{SLC25A33},{SPSB1},{TMEM201},{UBE4B}"	"{ENSG00000049239},{ENSG00000130939},{ENSG00000162441},{ENSG00000162444},{ENSG00000171603},{ENSG00000171608},{ENSG00000171612},{ENSG00000171621},{ENSG00000173614},{ENSG00000178585},{ENSG00000188807}"
789	"Lymphoma, Non-Hodgkin"	"{CASC3},{CCR7},{CDC6},{CSF3},{ENSG00000264058},{GJD3},{GSDMA},{GSDMB},{IGFBP4},{KRT10},{KRT12},{KRT20},{KRT222},{KRT24},{KRT25},{KRT26},{KRT27},{KRT28},{LRRC3C},{MED24},{MSL1},{NR1D1},{ORMDL3},{PSMD3},{RAPGEFL1},{RARA},{SMARCE1},{THRA},{TNS4},{TOP2A},{WIPF2}"	"{ENSG00000008838},{ENSG00000073584},{ENSG00000073605},{ENSG00000094804},{ENSG00000108342},{ENSG00000108344},{ENSG00000108349},{ENSG00000108352},{ENSG00000126351},{ENSG00000126353},{ENSG00000126368},{ENSG00000131746},{ENSG00000131747},{ENSG00000131759},{ENSG00000141753},{ENSG00000167914},{ENSG00000167916},{ENSG00000171431},{ENSG00000171446},{ENSG00000171475},{ENSG00000172057},{ENSG00000173908},{ENSG00000183153},{ENSG00000186393},{ENSG00000186395},{ENSG00000187242},{ENSG00000188895},{ENSG00000204897},{ENSG00000204913},{ENSG00000213424},{ENSG00000264058}"
790	"Lymphoproliferative Disorders"	"{CCDC86},{MS4A1},{MS4A10},{MS4A12},{MS4A13},{MS4A14},{MS4A15},{MS4A18},{MS4A2},{MS4A3},{MS4A4A},{MS4A4E},{MS4A5},{MS4A6A},{MS4A6E},{MS4A7},{MS4A8},{OOSP2},{OOSP4A},{OOSP4B},{PRPF19},{PTGDR2},{SLC15A3},{TMEM109},{TMEM132A},{ZP1}"	"{ENSG00000006118},{ENSG00000071203},{ENSG00000110077},{ENSG00000110079},{ENSG00000110104},{ENSG00000110107},{ENSG00000110108},{ENSG00000110446},{ENSG00000149506},{ENSG00000149507},{ENSG00000149516},{ENSG00000149534},{ENSG00000156738},{ENSG00000166926},{ENSG00000166927},{ENSG00000166928},{ENSG00000166930},{ENSG00000166959},{ENSG00000166961},{ENSG00000172689},{ENSG00000183134},{ENSG00000204979},{ENSG00000214782},{ENSG00000214787},{ENSG00000255393},{ENSG00000285010}"
791	"Waldenstrom Macroglobulinemia"	"{ARL13A},{BTK},{CENPI},{CSTF2},{DRP2},{GLA},{HNRNPH2},{NOX1},{RPL36A},{RPL36A-HNRNPH2},{SRPX2},{SYTL4},{TAF7L},{TIMM8A},{TMEM35A},{TNMD},{TRMT2B},{TSPAN6},{XKRX}"	"{ENSG00000000003},{ENSG00000000005},{ENSG00000007952},{ENSG00000010671},{ENSG00000101811},{ENSG00000102359},{ENSG00000102362},{ENSG00000102384},{ENSG00000102385},{ENSG00000102387},{ENSG00000102393},{ENSG00000126945},{ENSG00000126950},{ENSG00000126953},{ENSG00000174225},{ENSG00000182489},{ENSG00000188917},{ENSG00000241343},{ENSG00000257529}"
792	"Macular Edema"	"{AGPAT5},{ANGPT2},{DEFA1},{DEFA1B},{DEFA3},{DEFA4},{DEFA5},{DEFA6},{DEFB1},{DEFB103B},{DEFB104B},{DEFB105B},{DEFB106B},{DEFB107B},{DEFB109B},{DEFB4B},{FAM90A13P},{FAM90A15P},{FAM90A20P},{FAM90A3P},{FAM90A5P},{MCPH1},{SPAG11B},{USP17L1},{USP17L4},{XKR5},{ZNF705G}"	"{ENSG00000091879},{ENSG00000147316},{ENSG00000155189},{ENSG00000164816},{ENSG00000164821},{ENSG00000164822},{ENSG00000164825},{ENSG00000164871},{ENSG00000177023},{ENSG00000177243},{ENSG00000177257},{ENSG00000186599},{ENSG00000187082},{ENSG00000198129},{ENSG00000206034},{ENSG00000206047},{ENSG00000215372},{ENSG00000215373},{ENSG00000223885},{ENSG00000230045},{ENSG00000230549},{ENSG00000233132},{ENSG00000233295},{ENSG00000236125},{ENSG00000239839},{ENSG00000240247},{ENSG00000275591}"
793	"Macular Edema"	"{CDX2},{FLT1},{FLT3},{GSX1},{LNX2},{PAN3},{PDX1},{POLR1D},{URAD}"	"{ENSG00000102755},{ENSG00000122025},{ENSG00000139515},{ENSG00000139517},{ENSG00000152520},{ENSG00000165556},{ENSG00000169840},{ENSG00000183463},{ENSG00000186184}"
794	"Macular Edema"	"{CLOCK},{ENSG00000288695},{EXOC1},{EXOC1L},{KDR},{NMU},{PDCL2},{SRD5A3},{TMEM165}"	"{ENSG00000090989},{ENSG00000109255},{ENSG00000128039},{ENSG00000128052},{ENSG00000134851},{ENSG00000134852},{ENSG00000163440},{ENSG00000250821},{ENSG00000288695}"
795	"Macular Edema"	"{ARHGAP26},{HMHB1},{KCTD16},{NR3C1},{YIPF5}"	"{ENSG00000113580},{ENSG00000145817},{ENSG00000145819},{ENSG00000158497},{ENSG00000183775}"
796	"Macular Edema"	"{LHX6},{MORN5},{MRRF},{NDUFA8},{OR1B1},{OR1J1},{OR1J2},{OR1J4},{OR1K1},{OR1L1},{OR1L3},{OR1L4},{OR1L6},{OR1L8},{OR1N1},{OR1N2},{OR1Q1},{OR5C1},{PDCL},{PTGS1},{RBM18},{RC3H2},{TTLL11}"	"{ENSG00000056586},{ENSG00000095303},{ENSG00000106852},{ENSG00000119421},{ENSG00000119446},{ENSG00000136834},{ENSG00000136939},{ENSG00000136940},{ENSG00000148187},{ENSG00000148215},{ENSG00000165202},{ENSG00000165204},{ENSG00000171459},{ENSG00000171481},{ENSG00000171496},{ENSG00000171501},{ENSG00000171505},{ENSG00000173679},{ENSG00000175764},{ENSG00000185681},{ENSG00000197233},{ENSG00000239590},{ENSG00000280094}"
797	"Macular Edema"	"{HMCN1},{ODR4},{PDC},{PLA2G4A},{PRG4},{PTGS2},{TPR}"	"{ENSG00000047410},{ENSG00000073756},{ENSG00000116690},{ENSG00000116703},{ENSG00000116711},{ENSG00000143341},{ENSG00000157181}"
798	"Macular Edema"	"{ABCC10},{CAPN11},{CRIP3},{CUL9},{DLK2},{DNPH1},{GTPBP2},{LRRC73},{MAD2L1BP},{MRPL14},{MRPS18A},{POLH},{POLR1C},{RSPH9},{SLC22A7},{TJAP1},{TMEM63B},{TTBK1},{VEGFA},{XPO5},{YIPF3},{ZNF318}"	"{ENSG00000096080},{ENSG00000112659},{ENSG00000112667},{ENSG00000112715},{ENSG00000124571},{ENSG00000124574},{ENSG00000124688},{ENSG00000137204},{ENSG00000137207},{ENSG00000137216},{ENSG00000137221},{ENSG00000137225},{ENSG00000146215},{ENSG00000146216},{ENSG00000170734},{ENSG00000171453},{ENSG00000171462},{ENSG00000171467},{ENSG00000172426},{ENSG00000172432},{ENSG00000180992},{ENSG00000204052}"
799	"Malignant Carcinoid Syndrome"	"{GTF2H1},{HPS5},{IGSF22},{KCNC1},{LDHA},{LDHAL6A},{LDHC},{MRGPRX3},{MRGPRX4},{PTPN5},{SAA1},{SAA2},{SAA2-SAA4},{SAA4},{SAAL1},{SERGEF},{SPTY2D1},{SPTY2D1OS},{TMEM86A},{TPH1},{TSG101},{UEVLD}"	"{ENSG00000074319},{ENSG00000110756},{ENSG00000110768},{ENSG00000110786},{ENSG00000129158},{ENSG00000129159},{ENSG00000129167},{ENSG00000134333},{ENSG00000134339},{ENSG00000148965},{ENSG00000151116},{ENSG00000151117},{ENSG00000166788},{ENSG00000166796},{ENSG00000166800},{ENSG00000173432},{ENSG00000179057},{ENSG00000179119},{ENSG00000179817},{ENSG00000179826},{ENSG00000247595},{ENSG00000255071}"
800	"Malignant Hyperthermia"	"{ACP7},{ACTN4},{C19orf33},{CAPN12},{CATSPERG},{CCER2},{DPF1},{ECH1},{EIF3K},{ENSG00000267748},{ENSG00000268083},{ENSG00000269547},{FAM98C},{FBXO17},{FBXO27},{GGN},{HNRNPL},{KCNK6},{LGALS4},{LGALS7},{LGALS7B},{MAP4K1},{MRPS12},{NFKBIB},{PAK4},{PPP1R14A},{PSMD8},{RASGRP4},{RINL},{RYR1},{SARS2},{SIPA1L3},{SIRT2},{SPINT2},{SPRED3},{YIF1B}"	"{ENSG00000011332},{ENSG00000068903},{ENSG00000099337},{ENSG00000099338},{ENSG00000099341},{ENSG00000104814},{ENSG00000104823},{ENSG00000104824},{ENSG00000104825},{ENSG00000104835},{ENSG00000105738},{ENSG00000128626},{ENSG00000130244},{ENSG00000130402},{ENSG00000130669},{ENSG00000161243},{ENSG00000167641},{ENSG00000167642},{ENSG00000167644},{ENSG00000167645},{ENSG00000171747},{ENSG00000171777},{ENSG00000178934},{ENSG00000178982},{ENSG00000179168},{ENSG00000182472},{ENSG00000183760},{ENSG00000187994},{ENSG00000188766},{ENSG00000196218},{ENSG00000205076},{ENSG00000262484},{ENSG00000267748},{ENSG00000268083},{ENSG00000269190},{ENSG00000269547}"
801	"alpha-Mannosidosis"	"{BEST2},{CALR},{DAND5},{DHPS},{DNASE2},{ENSG00000196826},{ENSG00000268870},{ENSG00000269242},{ENSG00000269590},{ENSG00000269693},{ENSG00000269755},{ENSG00000285589},{FARSA},{FBXW9},{GADD45GIP1},{GCDH},{GET3},{GNG14},{HOOK2},{IER2},{JUNB},{KLF1},{LYL1},{MAN2B1},{MAST1},{NACC1},{NFIX},{PRDX2},{RAD23A},{RNASEH2A},{RTBDN},{STX10},{SYCE2},{THSD8},{TNPO2},{TRIR},{TRMT1},{WDR83},{WDR83OS},{ZNF136},{ZNF44},{ZNF442},{ZNF443},{ZNF490},{ZNF563},{ZNF564},{ZNF709},{ZNF791},{ZNF799}"	"{ENSG00000008441},{ENSG00000039987},{ENSG00000095059},{ENSG00000095066},{ENSG00000104774},{ENSG00000104889},{ENSG00000104903},{ENSG00000104907},{ENSG00000104915},{ENSG00000105576},{ENSG00000105583},{ENSG00000105607},{ENSG00000105610},{ENSG00000105612},{ENSG00000105613},{ENSG00000123144},{ENSG00000123154},{ENSG00000132004},{ENSG00000132026},{ENSG00000160877},{ENSG00000160888},{ENSG00000161860},{ENSG00000167815},{ENSG00000171223},{ENSG00000173875},{ENSG00000179115},{ENSG00000179218},{ENSG00000179262},{ENSG00000179271},{ENSG00000179284},{ENSG00000180855},{ENSG00000188033},{ENSG00000188868},{ENSG00000196466},{ENSG00000196646},{ENSG00000196826},{ENSG00000197857},{ENSG00000198342},{ENSG00000198356},{ENSG00000242852},{ENSG00000249709},{ENSG00000268870},{ENSG00000269242},{ENSG00000269590},{ENSG00000269693},{ENSG00000269755},{ENSG00000283980},{ENSG00000284491},{ENSG00000285589}"
802	"Mastocytosis"	"{ARHGEF37},{ARSI},{CAMK2A},{CD74},{CDX1},{CSF1R},{HMGXB3},{NDST1},{PDE6A},{PDGFRB},{PPARGC1B},{RPS14},{SLC26A2},{SLC6A7},{TCOF1},{TIGD6}"	"{ENSG00000011083},{ENSG00000019582},{ENSG00000070614},{ENSG00000070808},{ENSG00000070814},{ENSG00000113716},{ENSG00000113721},{ENSG00000113722},{ENSG00000132915},{ENSG00000155846},{ENSG00000155850},{ENSG00000164296},{ENSG00000164587},{ENSG00000182578},{ENSG00000183111},{ENSG00000183876}"
803	"Mastocytosis"	"{C4orf48},{CFAP99},{ENSG00000290180},{ENSG00000290263},{FAM193A},{FAM53A},{FGFR3},{HAUS3},{LETM1},{MXD4},{NAT8L},{NELFA},{NSD2},{POLN},{RNF4},{SLBP},{TACC3},{TMEM129},{ZFYVE28}"	"{ENSG00000013810},{ENSG00000063978},{ENSG00000068078},{ENSG00000109685},{ENSG00000123933},{ENSG00000125386},{ENSG00000130997},{ENSG00000159733},{ENSG00000163950},{ENSG00000168924},{ENSG00000168936},{ENSG00000174137},{ENSG00000185049},{ENSG00000185818},{ENSG00000206113},{ENSG00000214367},{ENSG00000243449},{ENSG00000290180},{ENSG00000290263}"
804	"Mastocytosis"	"{CCN6},{ENSG00000281613},{FAM229B},{FYN},{LAMA4},{REV3L},{TRAF3IP2},{TUBE1}"	"{ENSG00000009413},{ENSG00000010810},{ENSG00000056972},{ENSG00000074935},{ENSG00000112761},{ENSG00000112769},{ENSG00000203778},{ENSG00000281613}"
805	"Mastocytosis"	"{ENSG00000282278},{KDR},{KIT},{PDGFRA}"	"{ENSG00000128052},{ENSG00000134853},{ENSG00000157404},{ENSG00000282278}"
806	"Mastocytosis"	"{CHCHD7},{LYN},{MOS},{PENK},{PLAG1},{RPS20},{SDR16C5},{TGS1},{TMEM68},{XKR4}"	"{ENSG00000008988},{ENSG00000137574},{ENSG00000167904},{ENSG00000170786},{ENSG00000170791},{ENSG00000172680},{ENSG00000181195},{ENSG00000181690},{ENSG00000206579},{ENSG00000254087}"
807	"Mastocytosis"	"{CHIC2},{ENSG00000282278},{FIP1L1},{GSX2},{LNX1},{PDGFRA},{SCFD2}"	"{ENSG00000072201},{ENSG00000109220},{ENSG00000134853},{ENSG00000145216},{ENSG00000180613},{ENSG00000184178},{ENSG00000282278}"
808	"Mastocytosis"	"{ARSI},{CAMK2A},{CD74},{CDX1},{CSF1R},{HMGXB3},{MYOZ3},{NDST1},{PDE6A},{PDGFRB},{PPARGC1B},{RBM22},{RPS14},{SLC26A2},{SLC6A7},{SYNPO},{TCOF1},{TIGD6}"	"{ENSG00000011083},{ENSG00000019582},{ENSG00000070614},{ENSG00000070808},{ENSG00000070814},{ENSG00000086589},{ENSG00000113716},{ENSG00000113721},{ENSG00000113722},{ENSG00000132915},{ENSG00000155846},{ENSG00000155850},{ENSG00000164296},{ENSG00000164587},{ENSG00000164591},{ENSG00000171992},{ENSG00000182578},{ENSG00000183876}"
809	"Medulloblastoma"	"{CD276},{GOLGA6A},{HCN4},{INSYN1},{ISLR},{ISLR2},{LOXL1},{NEO1},{NPTN},{PML},{REC114},{STOML1},{STRA6},{TBC1D21}"	"{ENSG00000067141},{ENSG00000067221},{ENSG00000103855},{ENSG00000129009},{ENSG00000129038},{ENSG00000137868},{ENSG00000138622},{ENSG00000140464},{ENSG00000156642},{ENSG00000159289},{ENSG00000167139},{ENSG00000167178},{ENSG00000183324},{ENSG00000205363}"
810	"Medulloblastoma"	"{C21orf62},{CRYZL1},{DNAJC28},{DONSON},{ENSG00000249209},{ENSG00000249624},{GART},{IFNAR1},{IFNAR2},{IFNGR2},{IL10RB},{ITSN1},{OLIG1},{OLIG2},{SON},{TMEM50B}"	"{ENSG00000142166},{ENSG00000142188},{ENSG00000159110},{ENSG00000159128},{ENSG00000159131},{ENSG00000159140},{ENSG00000159147},{ENSG00000177692},{ENSG00000184221},{ENSG00000205726},{ENSG00000205758},{ENSG00000205927},{ENSG00000205929},{ENSG00000243646},{ENSG00000249209},{ENSG00000249624}"
811	"Medulloblastoma"	"{ABCC10},{CAPN11},{CRIP3},{CUL9},{DLK2},{DNPH1},{GTPBP2},{LRRC73},{MAD2L1BP},{MRPL14},{MRPS18A},{POLH},{POLR1C},{RSPH9},{SLC22A7},{TJAP1},{TMEM63B},{TTBK1},{VEGFA},{XPO5},{YIPF3},{ZNF318}"	"{ENSG00000096080},{ENSG00000112659},{ENSG00000112667},{ENSG00000112715},{ENSG00000124571},{ENSG00000124574},{ENSG00000124688},{ENSG00000137204},{ENSG00000137207},{ENSG00000137216},{ENSG00000137221},{ENSG00000137225},{ENSG00000146215},{ENSG00000146216},{ENSG00000170734},{ENSG00000171453},{ENSG00000171462},{ENSG00000171467},{ENSG00000172426},{ENSG00000172432},{ENSG00000180992},{ENSG00000204052}"
812	"Melanoma"	"{ADCK2},{BRAF},{DENND2A},{MKRN1},{MRPS33},{NDUFB2},{RAB19},{SLC37A3},{TMEM178B}"	"{ENSG00000090263},{ENSG00000090266},{ENSG00000133597},{ENSG00000133606},{ENSG00000146955},{ENSG00000146966},{ENSG00000157764},{ENSG00000157800},{ENSG00000261115}"
813	"Melanoma"	"{CD274},{ERMP1},{INSL4},{INSL6},{JAK2},{KIAA2026},{MLANA},{PDCD1LG2},{PLGRKT},{RIC1},{RLN1},{RLN2}"	"{ENSG00000096968},{ENSG00000099219},{ENSG00000107014},{ENSG00000107018},{ENSG00000107020},{ENSG00000107036},{ENSG00000120210},{ENSG00000120211},{ENSG00000120215},{ENSG00000120217},{ENSG00000183354},{ENSG00000197646}"
814	"Melanoma"	"{ARCN1},{ATP5MG},{CD3D},{CD3E},{CD3G},{DDX6},{ENSG00000285827},{FXYD2},{FXYD6},{FXYD6-FXYD2},{IFT46},{IL10RA},{JAML},{KMT2A},{MPZL2},{MPZL3},{PHLDB1},{SCN2B},{SCN4B},{SMIM35},{TMEM25},{TMPRSS13},{TMPRSS4},{TREH},{TTC36},{UBE4A}"	"{ENSG00000019144},{ENSG00000095139},{ENSG00000110324},{ENSG00000110344},{ENSG00000110367},{ENSG00000118058},{ENSG00000118094},{ENSG00000118096},{ENSG00000137648},{ENSG00000137726},{ENSG00000137731},{ENSG00000137747},{ENSG00000149573},{ENSG00000149575},{ENSG00000149582},{ENSG00000160588},{ENSG00000160593},{ENSG00000160654},{ENSG00000167283},{ENSG00000167286},{ENSG00000172425},{ENSG00000177098},{ENSG00000198851},{ENSG00000255245},{ENSG00000255274},{ENSG00000285827}"
815	"Melanoma"	"{C21orf62},{CRYZL1},{DNAJC28},{DONSON},{ENSG00000249209},{ENSG00000249624},{GART},{IFNAR1},{IFNAR2},{IFNGR2},{IL10RB},{ITSN1},{OLIG1},{OLIG2},{PAXBP1},{SON},{TMEM50B}"	"{ENSG00000142166},{ENSG00000142188},{ENSG00000159086},{ENSG00000159110},{ENSG00000159128},{ENSG00000159131},{ENSG00000159140},{ENSG00000159147},{ENSG00000177692},{ENSG00000184221},{ENSG00000205726},{ENSG00000205758},{ENSG00000205927},{ENSG00000205929},{ENSG00000243646},{ENSG00000249209},{ENSG00000249624}"
816	"Melanoma"	"{ANKRD16},{ASB13},{CALML3},{CALML5},{FBH1},{GDI2},{IL15RA},{IL2RA},{PFKFB3},{PRKCQ},{RBM17},{TASOR2}"	"{ENSG00000057608},{ENSG00000065675},{ENSG00000108021},{ENSG00000134452},{ENSG00000134453},{ENSG00000134460},{ENSG00000134461},{ENSG00000134470},{ENSG00000170525},{ENSG00000178363},{ENSG00000178372},{ENSG00000196372}"
817	"Melanoma"	"{DIS3L},{LCTL},{MAP2K1},{MEGF11},{RPL4},{SMAD6},{SNAPC5},{TIPIN},{ZWILCH}"	"{ENSG00000075131},{ENSG00000137834},{ENSG00000157890},{ENSG00000166938},{ENSG00000169032},{ENSG00000174442},{ENSG00000174444},{ENSG00000174446},{ENSG00000188501}"
818	"Melanoma"	"{ANKRD24},{APBA3},{ATCAY},{CACTIN},{CHAF1A},{CREB3L3},{DAPK3},{EBI3},{EEF2},{ENSG00000267385},{FSD1},{HDGFL2},{LRG1},{MAP2K2},{MATK},{MPND},{MRPL54},{NMRK2},{PIAS4},{PIP5K1C},{PLIN4},{PLIN5},{RAX2},{SEMA6B},{SH3GL1},{SHD},{SIRT6},{STAP2},{TJP3},{TMIGD2},{UBXN6},{YJU2},{ZBTB7A},{ZFR2}"	"{ENSG00000007264},{ENSG00000008382},{ENSG00000011132},{ENSG00000060566},{ENSG00000077009},{ENSG00000077463},{ENSG00000089847},{ENSG00000105229},{ENSG00000105246},{ENSG00000105248},{ENSG00000105251},{ENSG00000105255},{ENSG00000105278},{ENSG00000105289},{ENSG00000105298},{ENSG00000126934},{ENSG00000141985},{ENSG00000167654},{ENSG00000167657},{ENSG00000167658},{ENSG00000167664},{ENSG00000167670},{ENSG00000167671},{ENSG00000167674},{ENSG00000167676},{ENSG00000167680},{ENSG00000171236},{ENSG00000173976},{ENSG00000178078},{ENSG00000178951},{ENSG00000183617},{ENSG00000186111},{ENSG00000214456},{ENSG00000267385}"
819	"Melanoma"	"{ATG4B},{BOK},{D2HGDH},{DTYMK},{FAM240C},{FARP2},{GAL3ST2},{ING5},{NEU4},{PDCD1},{RTP5},{STK25},{THAP4}"	"{ENSG00000006607},{ENSG00000115694},{ENSG00000154252},{ENSG00000168393},{ENSG00000168395},{ENSG00000168397},{ENSG00000176720},{ENSG00000176946},{ENSG00000180902},{ENSG00000188011},{ENSG00000188389},{ENSG00000204099},{ENSG00000216921}"
820	"Melanoma"	"{ANKRD52},{APOF},{BAZ2A},{BLOC1S1},{CD63},{CDK2},{CNPY2},{COQ10A},{CS},{DGKA},{DNAJC14},{ENSG00000144785},{ENSG00000257390},{ENSG00000257411},{ENSG00000258311},{ENSG00000285528},{ERBB3},{ESYT1},{GDF11},{GLS2},{IKZF4},{IL23A},{ITGA7},{METTL7B},{MIP},{MMP19},{MYL6},{MYL6B},{NABP2},{OR10P1},{ORMDL2},{PA2G4},{PAN2},{PMEL},{PYM1},{RAB5B},{RBMS2},{RDH5},{RNF41},{RPL41},{RPS26},{SARNP},{SLC39A5},{SMARCC2},{SPRYD4},{STAT2},{SUOX},{TIMELESS},{ZC3H10}"	"{ENSG00000062485},{ENSG00000065357},{ENSG00000065361},{ENSG00000076067},{ENSG00000076108},{ENSG00000092841},{ENSG00000110944},{ENSG00000111540},{ENSG00000111602},{ENSG00000123342},{ENSG00000123353},{ENSG00000123374},{ENSG00000123411},{ENSG00000135392},{ENSG00000135404},{ENSG00000135414},{ENSG00000135423},{ENSG00000135424},{ENSG00000135437},{ENSG00000135441},{ENSG00000135469},{ENSG00000135473},{ENSG00000135482},{ENSG00000135517},{ENSG00000139531},{ENSG00000139540},{ENSG00000139579},{ENSG00000139613},{ENSG00000139641},{ENSG00000139645},{ENSG00000144785},{ENSG00000170439},{ENSG00000170473},{ENSG00000170515},{ENSG00000170581},{ENSG00000175336},{ENSG00000175398},{ENSG00000176422},{ENSG00000181852},{ENSG00000185664},{ENSG00000196465},{ENSG00000197728},{ENSG00000205323},{ENSG00000229117},{ENSG00000257390},{ENSG00000257411},{ENSG00000257727},{ENSG00000258311},{ENSG00000285528}"
821	"Menopause"	"{OPHN1},{STARD8},{YIPF6}"	"{ENSG00000079482},{ENSG00000130052},{ENSG00000181704}"
822	"Menopause"	"{CACNA2D1},{HGF}"	"{ENSG00000019991},{ENSG00000153956}"
823	"Menopause"	"{AKAP12},{ARMT1},{CCDC170},{ESR1},{MTHFD1L},{RMND1},{ZBTB2}"	"{ENSG00000091831},{ENSG00000120254},{ENSG00000120262},{ENSG00000131016},{ENSG00000146476},{ENSG00000155906},{ENSG00000181472}"
824	"Menopause"	"{ARHGAP42},{PGR},{TRPC6}"	"{ENSG00000082175},{ENSG00000137672},{ENSG00000165895}"
825	"Menopause"	"{CAPNS2},{CES1},{CES5A},{GNAO1},{LPCAT2},{MMP2},{SLC6A2}"	"{ENSG00000087245},{ENSG00000087253},{ENSG00000087258},{ENSG00000103546},{ENSG00000159398},{ENSG00000198848},{ENSG00000256812}"
826	"Menopause"	"{BLMH},{CPD},{EFCAB5},{GOSR1},{NSRP1},{SLC6A4},{SSH2},{TMIGD1}"	"{ENSG00000108576},{ENSG00000108578},{ENSG00000108582},{ENSG00000108587},{ENSG00000126653},{ENSG00000141298},{ENSG00000176927},{ENSG00000182271}"
827	"Menopause"	"{CENPE},{TACR3}"	"{ENSG00000138778},{ENSG00000169836}"
828	"Menorrhagia"	"{DCHS2},{FGA},{FGB},{FGG},{LRAT},{NPY2R},{PLRG1},{RBM46}"	"{ENSG00000121207},{ENSG00000151962},{ENSG00000171557},{ENSG00000171560},{ENSG00000171564},{ENSG00000171566},{ENSG00000185149},{ENSG00000197410}"
829	"Menorrhagia"	"{DCHS2},{FGA},{FGB},{FGG},{LRAT},{NPY2R},{PLRG1},{RBM46}"	"{ENSG00000121207},{ENSG00000151962},{ENSG00000171557},{ENSG00000171560},{ENSG00000171564},{ENSG00000171566},{ENSG00000185149},{ENSG00000197410}"
830	"Menorrhagia"	"{DCHS2},{FGA},{FGB},{FGG},{LRAT},{PLRG1},{RBM46}"	"{ENSG00000121207},{ENSG00000151962},{ENSG00000171557},{ENSG00000171560},{ENSG00000171564},{ENSG00000171566},{ENSG00000197410}"
831	"Menorrhagia"	"{ARHGAP42},{PGR},{TRPC6}"	"{ENSG00000082175},{ENSG00000137672},{ENSG00000165895}"
832	"Menstruation Disturbances"	"{ARHGAP42},{PGR},{TRPC6}"	"{ENSG00000082175},{ENSG00000137672},{ENSG00000165895}"
833	"Mesothelioma"	"{ANKRD34B},{DHFR},{FAM151B},{MSH3},{RASGRF2},{SERINC5},{SPZ1},{ZFYVE16}"	"{ENSG00000039319},{ENSG00000113318},{ENSG00000113319},{ENSG00000152380},{ENSG00000164299},{ENSG00000164300},{ENSG00000189127},{ENSG00000228716}"
834	"Mesothelioma"	"{ATP5PO},{CRYZL1},{DNAJC28},{DONSON},{ENSG00000249209},{ENSG00000249624},{GART},{IFNAR1},{IFNAR2},{IFNGR2},{IL10RB},{ITSN1},{OLIG1},{OLIG2},{SON},{TMEM50B}"	"{ENSG00000142166},{ENSG00000142188},{ENSG00000159110},{ENSG00000159128},{ENSG00000159131},{ENSG00000159140},{ENSG00000159147},{ENSG00000177692},{ENSG00000184221},{ENSG00000205726},{ENSG00000205758},{ENSG00000205927},{ENSG00000241837},{ENSG00000243646},{ENSG00000249209},{ENSG00000249624}"
835	"Mesothelioma"	"{ATG4B},{BOK},{D2HGDH},{DTYMK},{FAM240C},{FARP2},{GAL3ST2},{HDLBP},{ING5},{NEU4},{PDCD1},{RTP5},{SEPTIN2},{STK25},{THAP4}"	"{ENSG00000006607},{ENSG00000115677},{ENSG00000115694},{ENSG00000154252},{ENSG00000168385},{ENSG00000168393},{ENSG00000168395},{ENSG00000168397},{ENSG00000176720},{ENSG00000176946},{ENSG00000180902},{ENSG00000188011},{ENSG00000188389},{ENSG00000204099},{ENSG00000216921}"
836	"Mesothelioma"	"{ADCYAP1},{CETN1},{CLUL1},{COLEC12},{ENOSF1},{THOC1},{TYMS},{USP14},{YES1}"	"{ENSG00000079101},{ENSG00000079134},{ENSG00000101557},{ENSG00000132199},{ENSG00000141433},{ENSG00000158270},{ENSG00000176105},{ENSG00000176890},{ENSG00000177143}"
837	"Metabolism, Inborn Errors"	"{MC4R},{PMAIP1}"	"{ENSG00000141682},{ENSG00000166603}"
838	"Migraine Disorders"	"{CALCA},{CALCB},{COPB1},{CYP2R1},{ENSG00000256206},{INSC},{PDE3B},{PSMA1}"	"{ENSG00000110680},{ENSG00000129083},{ENSG00000129084},{ENSG00000152270},{ENSG00000175868},{ENSG00000186104},{ENSG00000188487},{ENSG00000256206}"
839	"Migraine Disorders"	"{CALCA},{CALCB},{CYP2R1},{INSC},{PDE3B}"	"{ENSG00000110680},{ENSG00000152270},{ENSG00000175868},{ENSG00000186104},{ENSG00000188487}"
840	"Migraine Disorders"	"{CALCRL},{TFPI}"	"{ENSG00000003436},{ENSG00000064989}"
841	"Migraine Disorders"	"{FAM114A2},{GRIA1},{MFAP3}"	"{ENSG00000037749},{ENSG00000055147},{ENSG00000155511}"
842	"Migraine Disorders"	"{HTR1B},{MEI4}"	"{ENSG00000135312},{ENSG00000269964}"
843	"Migraine Disorders"	"{ASAP3},{E2F2},{EPHB2},{HNRNPR},{HTR1D},{ID3},{KDM1A},{LACTBL1},{LUZP1},{RPL11},{TCEA3},{TEX46},{ZNF436}"	"{ENSG00000004487},{ENSG00000007968},{ENSG00000088280},{ENSG00000117318},{ENSG00000125944},{ENSG00000125945},{ENSG00000133216},{ENSG00000142676},{ENSG00000169641},{ENSG00000179546},{ENSG00000204219},{ENSG00000215906},{ENSG00000227868}"
