"row_number"	"description"	"symbol_gene_string"	"ensembl_gene_string"
423	"Blood metabolite ratios (X-11440/4-androsten-3beta,17beta-diol disulfate 2) (similar to 5-Androstenediol)"	"{ACSM1},{ACSM2A},{ACSM2B},{ACSM3},{ACSM5},{DCUN1D3},{DNAH3},{ERI2},{GP2},{GPR139},{LYRM1},{PDILT},{REXO5},{THUMPD1},{UMOD}"	"{ENSG00000005187},{ENSG00000005189},{ENSG00000066654},{ENSG00000066813},{ENSG00000102897},{ENSG00000158486},{ENSG00000166743},{ENSG00000169340},{ENSG00000169344},{ENSG00000169347},{ENSG00000180269},{ENSG00000183549},{ENSG00000183747},{ENSG00000188215},{ENSG00000196678}"
424	"Neuroendocrine Tumors"	"{CCDC113},{CNOT1},{GINS3},{GOT2},{NDRG4},{PRSS54},{SETD6},{SLC38A7}"	"{ENSG00000103021},{ENSG00000103023},{ENSG00000103034},{ENSG00000103037},{ENSG00000103042},{ENSG00000125107},{ENSG00000125166},{ENSG00000181938}"
425	"Heart Defects, Congenital"	"{APOBR},{ATP2A1},{ATXN2L},{CD19},{CLN3},{EIF3C},{EIF3CL},{ENSG00000261832},{GSG1L},{IL27},{LAT},{NFATC2IP},{NPIPB6},{NPIPB7},{NPIPB8},{NPIPB9},{NUPR1},{RABEP2},{SBK1},{SGF29},{SH2B1},{SPNS1},{SULT1A1},{SULT1A2},{TUFM},{XPO6}"	"{ENSG00000168488},{ENSG00000169180},{ENSG00000169181},{ENSG00000169682},{ENSG00000176046},{ENSG00000176476},{ENSG00000176953},{ENSG00000177455},{ENSG00000177548},{ENSG00000178188},{ENSG00000178952},{ENSG00000184110},{ENSG00000184730},{ENSG00000188322},{ENSG00000188603},{ENSG00000196296},{ENSG00000196502},{ENSG00000196993},{ENSG00000197165},{ENSG00000197272},{ENSG00000198156},{ENSG00000205609},{ENSG00000213658},{ENSG00000233232},{ENSG00000255524},{ENSG00000261832}"
426	"Menorrhagia"	"{APOBR},{ATP2A1},{ATXN2L},{CD19},{CLN3},{EIF3C},{EIF3CL},{ENSG00000261832},{IL27},{LAT},{NFATC2IP},{NPIPB6},{NPIPB7},{NPIPB8},{NPIPB9},{NUPR1},{RABEP2},{SBK1},{SGF29},{SH2B1},{SPNS1},{SULT1A1},{SULT1A2},{TUFM},{XPO6}"	"{ENSG00000168488},{ENSG00000169180},{ENSG00000169682},{ENSG00000176046},{ENSG00000176476},{ENSG00000176953},{ENSG00000177455},{ENSG00000177548},{ENSG00000178188},{ENSG00000178952},{ENSG00000184110},{ENSG00000184730},{ENSG00000188322},{ENSG00000188603},{ENSG00000196296},{ENSG00000196502},{ENSG00000196993},{ENSG00000197165},{ENSG00000197272},{ENSG00000198156},{ENSG00000205609},{ENSG00000213658},{ENSG00000233232},{ENSG00000255524},{ENSG00000261832}"
427	"alpha-ketoisovalerate urine (alpha-Ketoisovaleric acid)"	"{AMFR},{ARL2BP},{BBS2},{CETP},{CPNE2},{ENSG00000288725},{GNAO1},{HERPUD1},{MT1A},{MT1B},{MT1E},{MT1F},{MT1G},{MT1H},{MT1M},{MT1X},{MT2A},{MT3},{MT4},{NLRC5},{NUDT21},{NUP93},{OGFOD1},{PLLP},{PSME3IP1},{RSPRY1},{SLC12A3}"	"{ENSG00000051108},{ENSG00000070915},{ENSG00000087237},{ENSG00000087250},{ENSG00000087258},{ENSG00000087263},{ENSG00000102891},{ENSG00000102900},{ENSG00000102931},{ENSG00000102934},{ENSG00000125124},{ENSG00000125144},{ENSG00000125148},{ENSG00000140848},{ENSG00000140853},{ENSG00000159461},{ENSG00000159579},{ENSG00000167005},{ENSG00000169688},{ENSG00000169715},{ENSG00000172775},{ENSG00000187193},{ENSG00000198417},{ENSG00000205358},{ENSG00000205362},{ENSG00000205364},{ENSG00000288725}"
428	"Arthritis, Juvenile"	"{AMFR},{ARL2BP},{BBS2},{CETP},{CPNE2},{ENSG00000288725},{GNAO1},{HERPUD1},{MT1A},{MT1B},{MT1E},{MT1F},{MT1G},{MT1H},{MT1M},{MT1X},{MT2A},{MT3},{MT4},{NLRC5},{NUDT21},{NUP93},{OGFOD1},{PLLP},{PSME3IP1},{RSPRY1},{SLC12A3}"	"{ENSG00000051108},{ENSG00000070915},{ENSG00000087237},{ENSG00000087250},{ENSG00000087258},{ENSG00000087263},{ENSG00000102891},{ENSG00000102900},{ENSG00000102931},{ENSG00000102934},{ENSG00000125124},{ENSG00000125144},{ENSG00000125148},{ENSG00000140848},{ENSG00000140853},{ENSG00000159461},{ENSG00000159579},{ENSG00000167005},{ENSG00000169688},{ENSG00000169715},{ENSG00000172775},{ENSG00000187193},{ENSG00000198417},{ENSG00000205358},{ENSG00000205362},{ENSG00000205364},{ENSG00000288725}"
429	"Lymphocyte count"	"{AMFR},{ARL2BP},{BBS2},{CETP},{CPNE2},{ENSG00000288725},{GNAO1},{HERPUD1},{MT1A},{MT1B},{MT1E},{MT1F},{MT1G},{MT1H},{MT1M},{MT1X},{MT2A},{MT3},{MT4},{NLRC5},{NUDT21},{NUP93},{OGFOD1},{PLLP},{PSME3IP1},{RSPRY1},{SLC12A3}"	"{ENSG00000051108},{ENSG00000070915},{ENSG00000087237},{ENSG00000087250},{ENSG00000087258},{ENSG00000087263},{ENSG00000102891},{ENSG00000102900},{ENSG00000102931},{ENSG00000102934},{ENSG00000125124},{ENSG00000125144},{ENSG00000125148},{ENSG00000140848},{ENSG00000140853},{ENSG00000159461},{ENSG00000159579},{ENSG00000167005},{ENSG00000169688},{ENSG00000169715},{ENSG00000172775},{ENSG00000187193},{ENSG00000198417},{ENSG00000205358},{ENSG00000205362},{ENSG00000205364},{ENSG00000288725}"
430	"Blood metabolite levels (butyrylcarnitine)"	"{AMFR},{ARL2BP},{BBS2},{CCL22},{CETP},{CPNE2},{ENSG00000288725},{HERPUD1},{MT1A},{MT1B},{MT1E},{MT1F},{MT1G},{MT1H},{MT1M},{MT1X},{MT2A},{MT3},{MT4},{NLRC5},{NUDT21},{NUP93},{OGFOD1},{PLLP},{PSME3IP1},{RSPRY1},{SLC12A3}"	"{ENSG00000051108},{ENSG00000070915},{ENSG00000087237},{ENSG00000087250},{ENSG00000087263},{ENSG00000102891},{ENSG00000102900},{ENSG00000102931},{ENSG00000102934},{ENSG00000102962},{ENSG00000125124},{ENSG00000125144},{ENSG00000125148},{ENSG00000140848},{ENSG00000140853},{ENSG00000159461},{ENSG00000159579},{ENSG00000167005},{ENSG00000169688},{ENSG00000169715},{ENSG00000172775},{ENSG00000187193},{ENSG00000198417},{ENSG00000205358},{ENSG00000205362},{ENSG00000205364},{ENSG00000288725}"
431	"Depressed affect (unipolar depression)"	"{AMFR},{ARL2BP},{BBS2},{CCL22},{CETP},{CPNE2},{CX3CL1},{ENSG00000288725},{HERPUD1},{MT1A},{MT1B},{MT1E},{MT1F},{MT1G},{MT1H},{MT1M},{MT1X},{MT2A},{MT3},{MT4},{NLRC5},{NUDT21},{NUP93},{OGFOD1},{PLLP},{PSME3IP1},{RSPRY1},{SLC12A3}"	"{ENSG00000006210},{ENSG00000051108},{ENSG00000070915},{ENSG00000087237},{ENSG00000087250},{ENSG00000087263},{ENSG00000102891},{ENSG00000102900},{ENSG00000102931},{ENSG00000102934},{ENSG00000102962},{ENSG00000125124},{ENSG00000125144},{ENSG00000125148},{ENSG00000140848},{ENSG00000140853},{ENSG00000159461},{ENSG00000159579},{ENSG00000167005},{ENSG00000169688},{ENSG00000169715},{ENSG00000172775},{ENSG00000187193},{ENSG00000198417},{ENSG00000205358},{ENSG00000205362},{ENSG00000205364},{ENSG00000288725}"
432	"Eosinophilic Esophagitis"	"{AMFR},{ARL2BP},{BBS2},{CCL22},{CETP},{CPNE2},{CX3CL1},{ENSG00000288725},{HERPUD1},{MT1A},{MT1B},{MT1E},{MT1F},{MT1G},{MT1H},{MT1M},{MT1X},{MT2A},{MT3},{MT4},{NLRC5},{NUDT21},{NUP93},{OGFOD1},{PLLP},{PSME3IP1},{RSPRY1},{SLC12A3}"	"{ENSG00000006210},{ENSG00000051108},{ENSG00000070915},{ENSG00000087237},{ENSG00000087250},{ENSG00000087263},{ENSG00000102891},{ENSG00000102900},{ENSG00000102931},{ENSG00000102934},{ENSG00000102962},{ENSG00000125124},{ENSG00000125144},{ENSG00000125148},{ENSG00000140848},{ENSG00000140853},{ENSG00000159461},{ENSG00000159579},{ENSG00000167005},{ENSG00000169688},{ENSG00000169715},{ENSG00000172775},{ENSG00000187193},{ENSG00000198417},{ENSG00000205358},{ENSG00000205362},{ENSG00000205364},{ENSG00000288725}"
433	"Hypoprothrombinemias"	"{AMFR},{ARL2BP},{BBS2},{CCL17},{CCL22},{CETP},{CPNE2},{CX3CL1},{ENSG00000288725},{HERPUD1},{MT1A},{MT1B},{MT1E},{MT1F},{MT1G},{MT1H},{MT1M},{MT1X},{MT2A},{MT3},{MT4},{NLRC5},{NUDT21},{NUP93},{OGFOD1},{PLLP},{PSME3IP1},{RSPRY1},{SLC12A3}"	"{ENSG00000006210},{ENSG00000051108},{ENSG00000070915},{ENSG00000087237},{ENSG00000087250},{ENSG00000087263},{ENSG00000102891},{ENSG00000102900},{ENSG00000102931},{ENSG00000102934},{ENSG00000102962},{ENSG00000102970},{ENSG00000125124},{ENSG00000125144},{ENSG00000125148},{ENSG00000140848},{ENSG00000140853},{ENSG00000159461},{ENSG00000159579},{ENSG00000167005},{ENSG00000169688},{ENSG00000169715},{ENSG00000172775},{ENSG00000187193},{ENSG00000198417},{ENSG00000205358},{ENSG00000205362},{ENSG00000205364},{ENSG00000288725}"
434	"Polycythaemia vera    (polycythemia vera)"	"{AMFR},{ARL2BP},{BBS2},{CCL17},{CCL22},{CETP},{CPNE2},{CX3CL1},{ENSG00000288725},{HERPUD1},{MT1A},{MT1B},{MT1E},{MT1F},{MT1G},{MT1H},{MT1M},{MT1X},{MT2A},{MT3},{MT4},{NLRC5},{NUDT21},{NUP93},{OGFOD1},{PLLP},{PSME3IP1},{RSPRY1},{SLC12A3}"	"{ENSG00000006210},{ENSG00000051108},{ENSG00000070915},{ENSG00000087237},{ENSG00000087250},{ENSG00000087263},{ENSG00000102891},{ENSG00000102900},{ENSG00000102931},{ENSG00000102934},{ENSG00000102962},{ENSG00000102970},{ENSG00000125124},{ENSG00000125144},{ENSG00000125148},{ENSG00000140848},{ENSG00000140853},{ENSG00000159461},{ENSG00000159579},{ENSG00000167005},{ENSG00000169688},{ENSG00000169715},{ENSG00000172775},{ENSG00000187193},{ENSG00000198417},{ENSG00000205358},{ENSG00000205362},{ENSG00000205364},{ENSG00000288725}"
435	"Bronchitis, Chronic"	"{AMFR},{ARL2BP},{BBS2},{CCL17},{CCL22},{CETP},{CPNE2},{CX3CL1},{ENSG00000288725},{HERPUD1},{MT1A},{MT1B},{MT1E},{MT1F},{MT1G},{MT1H},{MT1M},{MT1X},{MT2A},{MT3},{MT4},{NLRC5},{NUDT21},{NUP93},{OGFOD1},{PLLP},{PSME3IP1},{RSPRY1},{SLC12A3}"	"{ENSG00000006210},{ENSG00000051108},{ENSG00000070915},{ENSG00000087237},{ENSG00000087250},{ENSG00000087263},{ENSG00000102891},{ENSG00000102900},{ENSG00000102931},{ENSG00000102934},{ENSG00000102962},{ENSG00000102970},{ENSG00000125124},{ENSG00000125144},{ENSG00000125148},{ENSG00000140848},{ENSG00000140853},{ENSG00000159461},{ENSG00000159579},{ENSG00000167005},{ENSG00000169688},{ENSG00000169715},{ENSG00000172775},{ENSG00000187193},{ENSG00000198417},{ENSG00000205358},{ENSG00000205362},{ENSG00000205364},{ENSG00000288725}"
436	"Atrophic Vaginitis"	"{ARL2BP},{BBS2},{CCL17},{CCL22},{CETP},{CIAPIN1},{CPNE2},{CX3CL1},{ENSG00000288725},{HERPUD1},{MT1A},{MT1B},{MT1E},{MT1F},{MT1G},{MT1H},{MT1M},{MT1X},{MT2A},{MT3},{MT4},{NLRC5},{NUDT21},{NUP93},{OGFOD1},{PLLP},{PSME3IP1},{RSPRY1},{SLC12A3}"	"{ENSG00000005194},{ENSG00000006210},{ENSG00000051108},{ENSG00000070915},{ENSG00000087237},{ENSG00000087250},{ENSG00000087263},{ENSG00000102891},{ENSG00000102900},{ENSG00000102931},{ENSG00000102934},{ENSG00000102962},{ENSG00000102970},{ENSG00000125124},{ENSG00000125144},{ENSG00000125148},{ENSG00000140848},{ENSG00000140853},{ENSG00000159579},{ENSG00000167005},{ENSG00000169688},{ENSG00000169715},{ENSG00000172775},{ENSG00000187193},{ENSG00000198417},{ENSG00000205358},{ENSG00000205362},{ENSG00000205364},{ENSG00000288725}"
437	"metabolite: vitamin D (vitamin D measurement)"	"{ARL2BP},{BBS2},{CCL17},{CCL22},{CETP},{CIAPIN1},{COQ9},{CPNE2},{CX3CL1},{ENSG00000288725},{HERPUD1},{MT1A},{MT1B},{MT1E},{MT1F},{MT1G},{MT1H},{MT1M},{MT1X},{MT2A},{MT3},{MT4},{NLRC5},{NUDT21},{NUP93},{OGFOD1},{PLLP},{PSME3IP1},{RSPRY1},{SLC12A3}"	"{ENSG00000005194},{ENSG00000006210},{ENSG00000051108},{ENSG00000070915},{ENSG00000087237},{ENSG00000087250},{ENSG00000087263},{ENSG00000088682},{ENSG00000102891},{ENSG00000102900},{ENSG00000102931},{ENSG00000102934},{ENSG00000102962},{ENSG00000102970},{ENSG00000125124},{ENSG00000125144},{ENSG00000125148},{ENSG00000140848},{ENSG00000140853},{ENSG00000159579},{ENSG00000167005},{ENSG00000169688},{ENSG00000169715},{ENSG00000172775},{ENSG00000187193},{ENSG00000198417},{ENSG00000205358},{ENSG00000205362},{ENSG00000205364},{ENSG00000288725}"
438	"Arthritis"	"{ARL2BP},{BBS2},{CCL17},{CCL22},{CETP},{CIAPIN1},{COQ9},{CPNE2},{CX3CL1},{ENSG00000288725},{HERPUD1},{MT1A},{MT1B},{MT1E},{MT1F},{MT1G},{MT1H},{MT1M},{MT1X},{MT2A},{MT3},{MT4},{NLRC5},{NUP93},{OGFOD1},{PLLP},{PSME3IP1},{RSPRY1},{SLC12A3}"	"{ENSG00000005194},{ENSG00000006210},{ENSG00000051108},{ENSG00000070915},{ENSG00000087237},{ENSG00000087250},{ENSG00000087263},{ENSG00000088682},{ENSG00000102891},{ENSG00000102900},{ENSG00000102931},{ENSG00000102934},{ENSG00000102962},{ENSG00000102970},{ENSG00000125124},{ENSG00000125144},{ENSG00000125148},{ENSG00000140848},{ENSG00000140853},{ENSG00000159579},{ENSG00000169688},{ENSG00000169715},{ENSG00000172775},{ENSG00000187193},{ENSG00000198417},{ENSG00000205358},{ENSG00000205362},{ENSG00000205364},{ENSG00000288725}"
439	"Cholesterol, total"	"{ARL2BP},{BBS2},{CCL17},{CCL22},{CETP},{CIAPIN1},{COQ9},{CPNE2},{CX3CL1},{ENSG00000288725},{HERPUD1},{MT1A},{MT1B},{MT1E},{MT1F},{MT1G},{MT1H},{MT1M},{MT1X},{MT2A},{MT3},{MT4},{NLRC5},{NUP93},{OGFOD1},{PLLP},{PSME3IP1},{RSPRY1},{SLC12A3}"	"{ENSG00000005194},{ENSG00000006210},{ENSG00000051108},{ENSG00000070915},{ENSG00000087237},{ENSG00000087250},{ENSG00000087263},{ENSG00000088682},{ENSG00000102891},{ENSG00000102900},{ENSG00000102931},{ENSG00000102934},{ENSG00000102962},{ENSG00000102970},{ENSG00000125124},{ENSG00000125144},{ENSG00000125148},{ENSG00000140848},{ENSG00000140853},{ENSG00000159579},{ENSG00000169688},{ENSG00000169715},{ENSG00000172775},{ENSG00000187193},{ENSG00000198417},{ENSG00000205358},{ENSG00000205362},{ENSG00000205364},{ENSG00000288725}"
440	"Jaundice"	"{ARL2BP},{BBS2},{CCL17},{CCL22},{CETP},{CIAPIN1},{COQ9},{CPNE2},{CX3CL1},{ENSG00000288725},{HERPUD1},{MT1A},{MT1B},{MT1E},{MT1F},{MT1G},{MT1H},{MT1M},{MT1X},{MT2A},{MT3},{MT4},{NLRC5},{NUP93},{OGFOD1},{PLLP},{PSME3IP1},{RSPRY1},{SLC12A3}"	"{ENSG00000005194},{ENSG00000006210},{ENSG00000051108},{ENSG00000070915},{ENSG00000087237},{ENSG00000087250},{ENSG00000087263},{ENSG00000088682},{ENSG00000102891},{ENSG00000102900},{ENSG00000102931},{ENSG00000102934},{ENSG00000102962},{ENSG00000102970},{ENSG00000125124},{ENSG00000125144},{ENSG00000125148},{ENSG00000140848},{ENSG00000140853},{ENSG00000159579},{ENSG00000169688},{ENSG00000169715},{ENSG00000172775},{ENSG00000187193},{ENSG00000198417},{ENSG00000205358},{ENSG00000205362},{ENSG00000205364},{ENSG00000288725}"
441	"Lupus Erythematosus, Systemic"	"{ARL2BP},{BBS2},{CCL17},{CCL22},{CETP},{CIAPIN1},{COQ9},{CPNE2},{CX3CL1},{ENSG00000288725},{HERPUD1},{MT1A},{MT1B},{MT1E},{MT1F},{MT1G},{MT1H},{MT1M},{MT1X},{MT2A},{MT3},{MT4},{NLRC5},{NUP93},{OGFOD1},{PLLP},{POLR2C},{PSME3IP1},{RSPRY1},{SLC12A3}"	"{ENSG00000005194},{ENSG00000006210},{ENSG00000051108},{ENSG00000070915},{ENSG00000087237},{ENSG00000087250},{ENSG00000087263},{ENSG00000088682},{ENSG00000102891},{ENSG00000102900},{ENSG00000102931},{ENSG00000102934},{ENSG00000102962},{ENSG00000102970},{ENSG00000102978},{ENSG00000125124},{ENSG00000125144},{ENSG00000125148},{ENSG00000140848},{ENSG00000140853},{ENSG00000159579},{ENSG00000169688},{ENSG00000169715},{ENSG00000172775},{ENSG00000187193},{ENSG00000198417},{ENSG00000205358},{ENSG00000205362},{ENSG00000205364},{ENSG00000288725}"
442	"Neuronal Ceroid-Lipofuscinoses"	"{ARL2BP},{BBS2},{CCL17},{CCL22},{CETP},{CIAPIN1},{COQ9},{CPNE2},{CX3CL1},{ENSG00000288725},{HERPUD1},{MT1A},{MT1B},{MT1E},{MT1F},{MT1G},{MT1H},{MT1M},{MT1X},{MT2A},{MT3},{MT4},{NLRC5},{NUP93},{OGFOD1},{PLLP},{POLR2C},{PSME3IP1},{RSPRY1},{SLC12A3}"	"{ENSG00000005194},{ENSG00000006210},{ENSG00000051108},{ENSG00000070915},{ENSG00000087237},{ENSG00000087250},{ENSG00000087263},{ENSG00000088682},{ENSG00000102891},{ENSG00000102900},{ENSG00000102931},{ENSG00000102934},{ENSG00000102962},{ENSG00000102970},{ENSG00000102978},{ENSG00000125124},{ENSG00000125144},{ENSG00000125148},{ENSG00000140848},{ENSG00000140853},{ENSG00000159579},{ENSG00000169688},{ENSG00000169715},{ENSG00000172775},{ENSG00000187193},{ENSG00000198417},{ENSG00000205358},{ENSG00000205362},{ENSG00000205364},{ENSG00000288725}"
443	"Osteoarthritis"	"{ARL2BP},{BBS2},{CCL17},{CCL22},{CETP},{CIAPIN1},{COQ9},{CPNE2},{CX3CL1},{ENSG00000288725},{HERPUD1},{MT1A},{MT1B},{MT1E},{MT1F},{MT1G},{MT1H},{MT1M},{MT1X},{MT2A},{MT3},{MT4},{NLRC5},{NUP93},{OGFOD1},{PLLP},{POLR2C},{PSME3IP1},{RSPRY1},{SLC12A3}"	"{ENSG00000005194},{ENSG00000006210},{ENSG00000051108},{ENSG00000070915},{ENSG00000087237},{ENSG00000087250},{ENSG00000087263},{ENSG00000088682},{ENSG00000102891},{ENSG00000102900},{ENSG00000102931},{ENSG00000102934},{ENSG00000102962},{ENSG00000102970},{ENSG00000102978},{ENSG00000125124},{ENSG00000125144},{ENSG00000125148},{ENSG00000140848},{ENSG00000140853},{ENSG00000159579},{ENSG00000169688},{ENSG00000169715},{ENSG00000172775},{ENSG00000187193},{ENSG00000198417},{ENSG00000205358},{ENSG00000205362},{ENSG00000205364},{ENSG00000288725}"
444	"Parkinson Disease"	"{ARL2BP},{BBS2},{CCL17},{CCL22},{CETP},{CIAPIN1},{COQ9},{CPNE2},{CX3CL1},{ENSG00000288725},{HERPUD1},{MT1A},{MT1B},{MT1E},{MT1F},{MT1G},{MT1H},{MT1M},{MT1X},{MT2A},{MT3},{MT4},{NLRC5},{NUP93},{OGFOD1},{PLLP},{POLR2C},{PSME3IP1},{RSPRY1},{SLC12A3}"	"{ENSG00000005194},{ENSG00000006210},{ENSG00000051108},{ENSG00000070915},{ENSG00000087237},{ENSG00000087250},{ENSG00000087263},{ENSG00000088682},{ENSG00000102891},{ENSG00000102900},{ENSG00000102931},{ENSG00000102934},{ENSG00000102962},{ENSG00000102970},{ENSG00000102978},{ENSG00000125124},{ENSG00000125144},{ENSG00000125148},{ENSG00000140848},{ENSG00000140853},{ENSG00000159579},{ENSG00000169688},{ENSG00000169715},{ENSG00000172775},{ENSG00000187193},{ENSG00000198417},{ENSG00000205358},{ENSG00000205362},{ENSG00000205364},{ENSG00000288725}"
445	"Carcinoma, Merkel Cell"	"{ARL2BP},{BBS2},{CCL17},{CCL22},{CETP},{CIAPIN1},{COQ9},{CPNE2},{CX3CL1},{ENSG00000288725},{HERPUD1},{MT1A},{MT1B},{MT1E},{MT1F},{MT1G},{MT1H},{MT1M},{MT1X},{MT2A},{MT3},{MT4},{NLRC5},{NUP93},{OGFOD1},{PLLP},{POLR2C},{PSME3IP1},{RSPRY1},{SLC12A3}"	"{ENSG00000005194},{ENSG00000006210},{ENSG00000051108},{ENSG00000070915},{ENSG00000087237},{ENSG00000087250},{ENSG00000087263},{ENSG00000088682},{ENSG00000102891},{ENSG00000102900},{ENSG00000102931},{ENSG00000102934},{ENSG00000102962},{ENSG00000102970},{ENSG00000102978},{ENSG00000125124},{ENSG00000125144},{ENSG00000125148},{ENSG00000140848},{ENSG00000140853},{ENSG00000159579},{ENSG00000169688},{ENSG00000169715},{ENSG00000172775},{ENSG00000187193},{ENSG00000198417},{ENSG00000205358},{ENSG00000205362},{ENSG00000205364},{ENSG00000288725}"
446	"Hypercholesterolemia"	"{ARL2BP},{BBS2},{CCL17},{CCL22},{CETP},{CIAPIN1},{COQ9},{CPNE2},{CX3CL1},{DOK4},{ENSG00000288725},{HERPUD1},{MT1A},{MT1B},{MT1E},{MT1F},{MT1G},{MT1H},{MT1M},{MT1X},{MT2A},{MT3},{MT4},{NLRC5},{NUP93},{OGFOD1},{PLLP},{POLR2C},{PSME3IP1},{RSPRY1},{SLC12A3}"	"{ENSG00000005194},{ENSG00000006210},{ENSG00000051108},{ENSG00000070915},{ENSG00000087237},{ENSG00000087250},{ENSG00000087263},{ENSG00000088682},{ENSG00000102891},{ENSG00000102900},{ENSG00000102931},{ENSG00000102934},{ENSG00000102962},{ENSG00000102970},{ENSG00000102978},{ENSG00000125124},{ENSG00000125144},{ENSG00000125148},{ENSG00000125170},{ENSG00000140848},{ENSG00000140853},{ENSG00000159579},{ENSG00000169688},{ENSG00000169715},{ENSG00000172775},{ENSG00000187193},{ENSG00000198417},{ENSG00000205358},{ENSG00000205362},{ENSG00000205364},{ENSG00000288725}"
447	"decanoylcarnitine - M33941"	"{ARL2BP},{BBS2},{CCL17},{CCL22},{CETP},{CIAPIN1},{COQ9},{CPNE2},{CX3CL1},{DOK4},{ENSG00000288725},{HERPUD1},{MT1A},{MT1B},{MT1E},{MT1F},{MT1G},{MT1H},{MT1M},{MT1X},{MT2A},{MT3},{MT4},{NLRC5},{NUP93},{PLLP},{POLR2C},{PSME3IP1},{RSPRY1},{SLC12A3}"	"{ENSG00000005194},{ENSG00000006210},{ENSG00000051108},{ENSG00000070915},{ENSG00000087237},{ENSG00000087250},{ENSG00000088682},{ENSG00000102891},{ENSG00000102900},{ENSG00000102931},{ENSG00000102934},{ENSG00000102962},{ENSG00000102970},{ENSG00000102978},{ENSG00000125124},{ENSG00000125144},{ENSG00000125148},{ENSG00000125170},{ENSG00000140848},{ENSG00000140853},{ENSG00000159579},{ENSG00000169688},{ENSG00000169715},{ENSG00000172775},{ENSG00000187193},{ENSG00000198417},{ENSG00000205358},{ENSG00000205362},{ENSG00000205364},{ENSG00000288725}"
448	"Disseminated Intravascular Coagulation"	"{ARL2BP},{BBS2},{CCL17},{CCL22},{CETP},{CIAPIN1},{COQ9},{CPNE2},{CX3CL1},{DOK4},{ENSG00000288725},{HERPUD1},{MT1A},{MT1B},{MT1E},{MT1F},{MT1G},{MT1H},{MT1M},{MT1X},{MT2A},{MT3},{MT4},{NLRC5},{NUP93},{PLLP},{POLR2C},{PSME3IP1},{RSPRY1},{SLC12A3}"	"{ENSG00000005194},{ENSG00000006210},{ENSG00000051108},{ENSG00000070915},{ENSG00000087237},{ENSG00000087250},{ENSG00000088682},{ENSG00000102891},{ENSG00000102900},{ENSG00000102931},{ENSG00000102934},{ENSG00000102962},{ENSG00000102970},{ENSG00000102978},{ENSG00000125124},{ENSG00000125144},{ENSG00000125148},{ENSG00000125170},{ENSG00000140848},{ENSG00000140853},{ENSG00000159579},{ENSG00000169688},{ENSG00000169715},{ENSG00000172775},{ENSG00000187193},{ENSG00000198417},{ENSG00000205358},{ENSG00000205362},{ENSG00000205364},{ENSG00000288725}"
449	"Type 2 diabetes [Lean] (type II diabetes mellitus)"	"{ARL2BP},{BBS2},{CCL17},{CCL22},{CETP},{CIAPIN1},{COQ9},{CPNE2},{CX3CL1},{DOK4},{ENSG00000288725},{HERPUD1},{MT1A},{MT1B},{MT1E},{MT1F},{MT1G},{MT1H},{MT1M},{MT1X},{MT2A},{MT3},{MT4},{NLRC5},{NUP93},{PLLP},{POLR2C},{PSME3IP1},{RSPRY1},{SLC12A3}"	"{ENSG00000005194},{ENSG00000006210},{ENSG00000051108},{ENSG00000070915},{ENSG00000087237},{ENSG00000087250},{ENSG00000088682},{ENSG00000102891},{ENSG00000102900},{ENSG00000102931},{ENSG00000102934},{ENSG00000102962},{ENSG00000102970},{ENSG00000102978},{ENSG00000125124},{ENSG00000125144},{ENSG00000125148},{ENSG00000125170},{ENSG00000140848},{ENSG00000140853},{ENSG00000159579},{ENSG00000169688},{ENSG00000169715},{ENSG00000172775},{ENSG00000187193},{ENSG00000198417},{ENSG00000205358},{ENSG00000205362},{ENSG00000205364},{ENSG00000288725}"
450	"Infertility, Male"	"{ARL2BP},{BBS2},{CCL17},{CCL22},{CETP},{CIAPIN1},{COQ9},{CPNE2},{CX3CL1},{DOK4},{ENSG00000288725},{HERPUD1},{MT1A},{MT1B},{MT1E},{MT1F},{MT1G},{MT1H},{MT1M},{MT1X},{MT2A},{MT3},{MT4},{NLRC5},{NUP93},{PLLP},{POLR2C},{PSME3IP1},{RSPRY1},{SLC12A3}"	"{ENSG00000005194},{ENSG00000006210},{ENSG00000051108},{ENSG00000070915},{ENSG00000087237},{ENSG00000087250},{ENSG00000088682},{ENSG00000102891},{ENSG00000102900},{ENSG00000102931},{ENSG00000102934},{ENSG00000102962},{ENSG00000102970},{ENSG00000102978},{ENSG00000125124},{ENSG00000125144},{ENSG00000125148},{ENSG00000125170},{ENSG00000140848},{ENSG00000140853},{ENSG00000159579},{ENSG00000169688},{ENSG00000169715},{ENSG00000172775},{ENSG00000187193},{ENSG00000198417},{ENSG00000205358},{ENSG00000205362},{ENSG00000205364},{ENSG00000288725}"
