"row_number"	"description"	"symbol_gene_string"	"ensembl_gene_string"
826	"arthrosis of hip (osteoarthritis, hip)"	"{DPH5},{EXTL2},{S1PR1},{SLC30A7},{VCAM1}"	"{ENSG00000117543},{ENSG00000162692},{ENSG00000162694},{ENSG00000162695},{ENSG00000170989}"
827	"Blood metabolite ratios (arachidonate (20:4n6)/dihomo-linolenate (20:3n3 or n6)) (Arachidonate / 8,11,14-Eicosatrienoic acid)"	"{DPH5},{EXTL2},{S1PR1},{SLC30A7},{VCAM1}"	"{ENSG00000117543},{ENSG00000162692},{ENSG00000162694},{ENSG00000162695},{ENSG00000170989}"
828	"arthrosis of hip (heel bone mineral density)"	"{DPH5},{EXTL2},{S1PR1},{SLC30A7},{VCAM1}"	"{ENSG00000117543},{ENSG00000162692},{ENSG00000162694},{ENSG00000162695},{ENSG00000170989}"
829	"Purpura, Thrombotic Thrombocytopenic"	"{DPH5},{EXTL2},{S1PR1},{SLC30A7}"	"{ENSG00000117543},{ENSG00000162694},{ENSG00000162695},{ENSG00000170989}"
830	"treatment: statin use (total cholesterol measurement)"	"{DPH5},{EXTL2},{S1PR1},{SLC30A7}"	"{ENSG00000117543},{ENSG00000162694},{ENSG00000162695},{ENSG00000170989}"
831	"Epilepsy"	"{AP4B1},{BCL2L15},{DCLRE1B},{HIPK1},{MAGI3},{OLFML3},{PHTF1},{PTPN22},{RSBN1},{SYT6},{TRIM33}"	"{ENSG00000081019},{ENSG00000081026},{ENSG00000116774},{ENSG00000116793},{ENSG00000118655},{ENSG00000134207},{ENSG00000134242},{ENSG00000134262},{ENSG00000163349},{ENSG00000188761},{ENSG00000197323}"
832	"Eosinophil side fluorescence distribution width"	"{HAAO},{OXER1},{PLEKHH2},{THADA},{ZFP36L2}"	"{ENSG00000115970},{ENSG00000152518},{ENSG00000152527},{ENSG00000162881},{ENSG00000162882}"
833	"Atrial fibrillation "	"{ANTXR1},{APLF},{ARHGAP25},{BMP10},{CNRIP1},{FBXO48},{GKN1},{GKN2},{PLEK},{PPP3R1},{PROKR1}"	"{ENSG00000115956},{ENSG00000119865},{ENSG00000163217},{ENSG00000163219},{ENSG00000169604},{ENSG00000169605},{ENSG00000169618},{ENSG00000169621},{ENSG00000183607},{ENSG00000204923},{ENSG00000221823}"
834	"Metabolite levels (6-oxopiperidine-2-carboxylic acid; 6-oxopiperidine-2-carboxylate)"	"{ABCA2},{AGPAT2},{ANAPC2},{C8G},{C9orf139},{C9orf141},{C9orf142},{C9orf169},{C9orf172},{C9orf173},{CCDC183},{CLIC3},{DPP7},{EDF1},{EGFL7},{ENTPD2},{ENTPD8},{EXD3},{FAM166A},{FAM69B},{FBXW5},{FUT7},{GRIN1},{LCN10},{LCN12},{LCN15},{LCN6},{LCN8},{LCNL1},{LRRC26},{MAMDC4},{MAN1B1},{NDOR1},{NELFB},{NOTCH1},{NOXA1},{NPDC1},{NRARP},{NSMF},{PHPT1},{PNPLA7},{PTGDS},{RABL6},{RNF208},{RNF224},{SAPCD2},{SLC34A3},{SSNA1},{TMEM141},{TMEM203},{TMEM210},{TOR4A},{TPRN},{TRAF2},{TUBB4B},{UAP1L1}"	"{ENSG00000054148},{ENSG00000054179},{ENSG00000107223},{ENSG00000107281},{ENSG00000107317},{ENSG00000107331},{ENSG00000127191},{ENSG00000130653},{ENSG00000148362},{ENSG00000148400},{ENSG00000159069},{ENSG00000165716},{ENSG00000165802},{ENSG00000169583},{ENSG00000169692},{ENSG00000172889},{ENSG00000176058},{ENSG00000176101},{ENSG00000176248},{ENSG00000176884},{ENSG00000176919},{ENSG00000176978},{ENSG00000177239},{ENSG00000177943},{ENSG00000177984},{ENSG00000180539},{ENSG00000180549},{ENSG00000184709},{ENSG00000184925},{ENSG00000185863},{ENSG00000186193},{ENSG00000187609},{ENSG00000187713},{ENSG00000187922},{ENSG00000188163},{ENSG00000188229},{ENSG00000188566},{ENSG00000188747},{ENSG00000188833},{ENSG00000188986},{ENSG00000196642},{ENSG00000197191},{ENSG00000197355},{ENSG00000197768},{ENSG00000198113},{ENSG00000198435},{ENSG00000198454},{ENSG00000198569},{ENSG00000204001},{ENSG00000204003},{ENSG00000212864},{ENSG00000213213},{ENSG00000214402},{ENSG00000232434},{ENSG00000233198},{ENSG00000244187},{ENSG00000267206}"
835	"Microscopic Polyangiitis"	"{ANO9},{ATHL1},{B4GALNT4},{BET1L},{C11orf35},{CDHR5},{DEAF1},{DRD4},{EPS8L2},{HRAS},{IFITM1},{IFITM2},{IFITM3},{IFITM5},{IRF7},{LRRC56},{NLRP6},{ODF3},{PHRF1},{PKP3},{PSMD13},{PTDSS2},{RASSF7},{RIC8A},{RNH1},{SCGB1C1},{SCT},{SIGIRR},{SIRT3},{TMEM80}"	"{ENSG00000023191},{ENSG00000069696},{ENSG00000070031},{ENSG00000070047},{ENSG00000099834},{ENSG00000099849},{ENSG00000142082},{ENSG00000142089},{ENSG00000142102},{ENSG00000161328},{ENSG00000174775},{ENSG00000174885},{ENSG00000174915},{ENSG00000177030},{ENSG00000177042},{ENSG00000177106},{ENSG00000177947},{ENSG00000177951},{ENSG00000177963},{ENSG00000182272},{ENSG00000184363},{ENSG00000185101},{ENSG00000185187},{ENSG00000185201},{ENSG00000185507},{ENSG00000185522},{ENSG00000185627},{ENSG00000185885},{ENSG00000188076},{ENSG00000206013}"
836	"malignant neoplasms of skin (skin carcinoma)"	"{ANO9},{ATHL1},{B4GALNT4},{BET1L},{C11orf35},{CD151},{CDHR5},{CEND1},{CHID1},{DEAF1},{DRD4},{EFCAB4A},{EPS8L2},{HRAS},{IFITM1},{IFITM2},{IFITM3},{IFITM5},{IRF7},{LRRC56},{NLRP6},{ODF3},{PDDC1},{PHRF1},{PIDD},{PKP3},{PNPLA2},{POLR2L},{PSMD13},{PTDSS2},{RASSF7},{RIC8A},{RNH1},{RPLP2},{SCGB1C1},{SCT},{SIGIRR},{SIRT3},{SLC25A22},{TALDO1},{TMEM80},{TSPAN4}"	"{ENSG00000023191},{ENSG00000069696},{ENSG00000070031},{ENSG00000070047},{ENSG00000099834},{ENSG00000099849},{ENSG00000142082},{ENSG00000142089},{ENSG00000142102},{ENSG00000161328},{ENSG00000174775},{ENSG00000174885},{ENSG00000174915},{ENSG00000177030},{ENSG00000177042},{ENSG00000177106},{ENSG00000177156},{ENSG00000177225},{ENSG00000177542},{ENSG00000177595},{ENSG00000177600},{ENSG00000177666},{ENSG00000177685},{ENSG00000177697},{ENSG00000177700},{ENSG00000177830},{ENSG00000177947},{ENSG00000177951},{ENSG00000177963},{ENSG00000182272},{ENSG00000184363},{ENSG00000184524},{ENSG00000185101},{ENSG00000185187},{ENSG00000185201},{ENSG00000185507},{ENSG00000185522},{ENSG00000185627},{ENSG00000185885},{ENSG00000188076},{ENSG00000206013},{ENSG00000214063}"
837	"LDL cholesterol (low density lipoprotein cholesterol measurement)"	"{ARL2},{ATG2A},{BAD},{BATF2},{C11orf85},{CCDC88B},{CDC42BPG},{CDCA5},{DNAJC4},{EHD1},{ESRRA},{FAU},{FERMT3},{FKBP2},{GPHA2},{GPR137},{KCNK4},{MACROD1},{MAP4K2},{MEN1},{MRPL49},{NAALADL1},{NRXN2},{NUDT22},{PLCB3},{PPP1R14B},{PPP2R5B},{PRDX5},{PYGM},{RASGRP2},{RPS6KA4},{SAC3D1},{SF1},{SLC22A11},{SLC22A12},{SNX15},{STIP1},{SYVN1},{TEX40},{TM7SF2},{TMEM262},{TRMT112},{TRPT1},{VEGFB},{VPS51},{ZFPL1},{ZNHIT2}"	"{ENSG00000002330},{ENSG00000068831},{ENSG00000068971},{ENSG00000068976},{ENSG00000110011},{ENSG00000110025},{ENSG00000110046},{ENSG00000110047},{ENSG00000110076},{ENSG00000126432},{ENSG00000133315},{ENSG00000133895},{ENSG00000146670},{ENSG00000149735},{ENSG00000149743},{ENSG00000149761},{ENSG00000149781},{ENSG00000149782},{ENSG00000149792},{ENSG00000149806},{ENSG00000149809},{ENSG00000149823},{ENSG00000162298},{ENSG00000162300},{ENSG00000162302},{ENSG00000168060},{ENSG00000168061},{ENSG00000168062},{ENSG00000168065},{ENSG00000168066},{ENSG00000168067},{ENSG00000168070},{ENSG00000168071},{ENSG00000168439},{ENSG00000171219},{ENSG00000173113},{ENSG00000173153},{ENSG00000173264},{ENSG00000173457},{ENSG00000173486},{ENSG00000173511},{ENSG00000174276},{ENSG00000182450},{ENSG00000187066},{ENSG00000197891},{ENSG00000213465},{ENSG00000219435}"
838	"Blood metabolite levels (X-11445--5-alpha-pregnan-3beta,20alpha-disulfate) (5alpha-pregnan-3beta,20alpha-diol disulfate)"	"{APRT},{BANP},{CBFA2T3},{CDT1},{CTU2},{CYBA},{GALNS},{IL17C},{MVD},{PABPN1L},{PIEZO1},{RNF166},{SNAI3},{TRAPPC2L},{ZC3H18},{ZFPM1},{ZNF469}"	"{ENSG00000051523},{ENSG00000103335},{ENSG00000124391},{ENSG00000129993},{ENSG00000141012},{ENSG00000158545},{ENSG00000158717},{ENSG00000167508},{ENSG00000167513},{ENSG00000167515},{ENSG00000172530},{ENSG00000174177},{ENSG00000179588},{ENSG00000185669},{ENSG00000198931},{ENSG00000205022},{ENSG00000225614}"
839	"Blood Coagulation Disorders"	"{ACSF3},{ANKRD11},{APRT},{CBFA2T3},{CDH15},{CDT1},{CTU2},{CYBA},{GALNS},{IL17C},{MVD},{PABPN1L},{PIEZO1},{RNF166},{SLC22A31},{SNAI3},{TRAPPC2L},{ZC3H18},{ZFPM1},{ZNF469},{ZNF778}"	"{ENSG00000051523},{ENSG00000103335},{ENSG00000124391},{ENSG00000129910},{ENSG00000129993},{ENSG00000141012},{ENSG00000158545},{ENSG00000158717},{ENSG00000167508},{ENSG00000167513},{ENSG00000167515},{ENSG00000167522},{ENSG00000170100},{ENSG00000174177},{ENSG00000176715},{ENSG00000179588},{ENSG00000185669},{ENSG00000198931},{ENSG00000205022},{ENSG00000225614},{ENSG00000259803}"
840	"Hypertension "	"{ACOX1},{CASKIN2},{CDK3},{EVPL},{EXOC7},{FBF1},{FOXJ1},{GALK1},{GALR2},{H3F3B},{ITGB4},{KIAA0195},{LLGL2},{MRPL38},{MYO15B},{PRPSAP1},{QRICH2},{RECQL5},{RNF157},{SAP30BP},{SMIM5},{SMIM6},{SPHK1},{SRP68},{TEN1},{TRIM47},{TRIM65},{TSEN54},{UBALD2},{UBE2O},{UNC13D},{UNK},{WBP2},{ZACN}"	"{ENSG00000073350},{ENSG00000092929},{ENSG00000108469},{ENSG00000108479},{ENSG00000129646},{ENSG00000129654},{ENSG00000132470},{ENSG00000132471},{ENSG00000132475},{ENSG00000132478},{ENSG00000132481},{ENSG00000141569},{ENSG00000141576},{ENSG00000161526},{ENSG00000161533},{ENSG00000161542},{ENSG00000167880},{ENSG00000167881},{ENSG00000175931},{ENSG00000176170},{ENSG00000177303},{ENSG00000177728},{ENSG00000182173},{ENSG00000182473},{ENSG00000182687},{ENSG00000185262},{ENSG00000186919},{ENSG00000188878},{ENSG00000204316},{ENSG00000204323},{ENSG00000250506},{ENSG00000257949},{ENSG00000259120},{ENSG00000266714}"
841	"Atrial Fibrillation"	"{AANAT},{ACOX1},{CDK3},{CYGB},{EVPL},{EXOC7},{FOXJ1},{GALR2},{JMJD6},{METTL23},{MFSD11},{MGAT5B},{MXRA7},{PRCD},{PRPSAP1},{QRICH2},{RHBDF2},{RNF157},{SPHK1},{SRP68},{SRSF2},{ST6GALNAC1},{ST6GALNAC2},{TEN1},{UBALD2},{UBE2O},{ZACN}"	"{ENSG00000070495},{ENSG00000070526},{ENSG00000070731},{ENSG00000092931},{ENSG00000129646},{ENSG00000129654},{ENSG00000129667},{ENSG00000129673},{ENSG00000141576},{ENSG00000161533},{ENSG00000161542},{ENSG00000161544},{ENSG00000161547},{ENSG00000167880},{ENSG00000167881},{ENSG00000167889},{ENSG00000175931},{ENSG00000176170},{ENSG00000181038},{ENSG00000182473},{ENSG00000182534},{ENSG00000182687},{ENSG00000185262},{ENSG00000186919},{ENSG00000214140},{ENSG00000250506},{ENSG00000257949}"
842	"Nausea"	"{ABCA7},{ADAMTSL5},{APC2},{ARID3A},{ATP5D},{AZU1},{C19orf24},{C19orf25},{C19orf26},{CFD},{CIRBP},{CNN2},{DAZAP1},{EFNA2},{ELANE},{FSTL3},{GAMT},{GPX4},{GRIN3B},{HMHA1},{KISS1R},{LPPR3},{MBD3},{MED16},{MEX3D},{MIDN},{MISP},{MUM1},{NDUFS7},{PALM},{PCSK4},{PLK5},{POLR2E},{PRSS57},{PRTN3},{PTBP1},{R3HDM4},{REEP6},{RPS15},{SBNO2},{STK11},{TCF3},{TMEM259},{UQCR11},{WDR18}"	"{ENSG00000011304},{ENSG00000064666},{ENSG00000064687},{ENSG00000064932},{ENSG00000065268},{ENSG00000070404},{ENSG00000071564},{ENSG00000071626},{ENSG00000071655},{ENSG00000099617},{ENSG00000099622},{ENSG00000099624},{ENSG00000099625},{ENSG00000099812},{ENSG00000099817},{ENSG00000099864},{ENSG00000115255},{ENSG00000115257},{ENSG00000115266},{ENSG00000115268},{ENSG00000115286},{ENSG00000116014},{ENSG00000116017},{ENSG00000116032},{ENSG00000118046},{ENSG00000119559},{ENSG00000127540},{ENSG00000129951},{ENSG00000130005},{ENSG00000160953},{ENSG00000167468},{ENSG00000167470},{ENSG00000172232},{ENSG00000175221},{ENSG00000180448},{ENSG00000181588},{ENSG00000182087},{ENSG00000185198},{ENSG00000185761},{ENSG00000185988},{ENSG00000196415},{ENSG00000197561},{ENSG00000197766},{ENSG00000198858},{ENSG00000228300},{ENSG00000267059}"
843	"Cryopyrin-Associated Periodic Syndromes"	"{ABCA7},{ADAMTSL5},{APC2},{ARID3A},{ATP5D},{AZU1},{C19orf24},{C19orf25},{C19orf26},{CFD},{CIRBP},{CNN2},{DAZAP1},{EFNA2},{ELANE},{FSTL3},{GAMT},{GPX4},{GRIN3B},{HMHA1},{KISS1R},{LPPR3},{MBD3},{MED16},{MEX3D},{MIDN},{MISP},{MUM1},{NDUFS7},{PALM},{PCSK4},{PLK5},{POLR2E},{PRSS57},{PRTN3},{PTBP1},{R3HDM4},{REEP6},{RNF126},{RPS15},{SBNO2},{STK11},{TCF3},{TMEM259},{UQCR11},{WDR18}"	"{ENSG00000011304},{ENSG00000064666},{ENSG00000064687},{ENSG00000064932},{ENSG00000065268},{ENSG00000070404},{ENSG00000070423},{ENSG00000071564},{ENSG00000071626},{ENSG00000071655},{ENSG00000099617},{ENSG00000099622},{ENSG00000099624},{ENSG00000099625},{ENSG00000099812},{ENSG00000099817},{ENSG00000099864},{ENSG00000115255},{ENSG00000115257},{ENSG00000115266},{ENSG00000115268},{ENSG00000115286},{ENSG00000116014},{ENSG00000116017},{ENSG00000116032},{ENSG00000118046},{ENSG00000119559},{ENSG00000127540},{ENSG00000129951},{ENSG00000130005},{ENSG00000160953},{ENSG00000167468},{ENSG00000167470},{ENSG00000172232},{ENSG00000175221},{ENSG00000180448},{ENSG00000181588},{ENSG00000182087},{ENSG00000185198},{ENSG00000185761},{ENSG00000185988},{ENSG00000196415},{ENSG00000197561},{ENSG00000197766},{ENSG00000198858},{ENSG00000228300},{ENSG00000267059}"
844	"Myelodysplastic Syndromes"	"{ABCA7},{ADAMTSL5},{APC2},{ARID3A},{ATP5D},{AZU1},{C19orf24},{C19orf25},{C19orf26},{CFD},{CIRBP},{CNN2},{DAZAP1},{EFNA2},{ELANE},{GAMT},{GPX4},{GRIN3B},{HMHA1},{KISS1R},{LPPR3},{MBD3},{MED16},{MEX3D},{MIDN},{MISP},{MUM1},{NDUFS7},{PALM},{PCSK4},{PLK5},{POLR2E},{PRSS57},{PRTN3},{PTBP1},{R3HDM4},{REEP6},{RPS15},{SBNO2},{STK11},{TCF3},{TMEM259},{UQCR11},{WDR18}"	"{ENSG00000011304},{ENSG00000064666},{ENSG00000064687},{ENSG00000064932},{ENSG00000065268},{ENSG00000071564},{ENSG00000071626},{ENSG00000071655},{ENSG00000099617},{ENSG00000099622},{ENSG00000099624},{ENSG00000099625},{ENSG00000099812},{ENSG00000099817},{ENSG00000099864},{ENSG00000115255},{ENSG00000115257},{ENSG00000115266},{ENSG00000115268},{ENSG00000115286},{ENSG00000116014},{ENSG00000116017},{ENSG00000116032},{ENSG00000118046},{ENSG00000119559},{ENSG00000127540},{ENSG00000129951},{ENSG00000130005},{ENSG00000160953},{ENSG00000167468},{ENSG00000167470},{ENSG00000172232},{ENSG00000175221},{ENSG00000180448},{ENSG00000181588},{ENSG00000182087},{ENSG00000185198},{ENSG00000185761},{ENSG00000185988},{ENSG00000196415},{ENSG00000197561},{ENSG00000197766},{ENSG00000198858},{ENSG00000228300},{ENSG00000267059}"
845	"Neuronal Ceroid-Lipofuscinoses"	"{ABCA7},{ADAMTSL5},{APC2},{ARID3A},{ATP5D},{AZU1},{C19orf24},{C19orf25},{C19orf26},{CFD},{CIRBP},{CNN2},{DAZAP1},{EFNA2},{ELANE},{GAMT},{GPX4},{GRIN3B},{HMHA1},{KISS1R},{LPPR3},{MBD3},{MED16},{MEX3D},{MIDN},{MISP},{MUM1},{NDUFS7},{PALM},{PCSK4},{PLK5},{POLR2E},{PRTN3},{PTBP1},{R3HDM4},{REEP6},{RPS15},{SBNO2},{STK11},{TCF3},{TMEM259},{UQCR11},{WDR18}"	"{ENSG00000011304},{ENSG00000064666},{ENSG00000064687},{ENSG00000064932},{ENSG00000065268},{ENSG00000071564},{ENSG00000071626},{ENSG00000071655},{ENSG00000099617},{ENSG00000099622},{ENSG00000099624},{ENSG00000099625},{ENSG00000099812},{ENSG00000099817},{ENSG00000099864},{ENSG00000115255},{ENSG00000115257},{ENSG00000115266},{ENSG00000115268},{ENSG00000115286},{ENSG00000116014},{ENSG00000116017},{ENSG00000116032},{ENSG00000118046},{ENSG00000119559},{ENSG00000127540},{ENSG00000129951},{ENSG00000130005},{ENSG00000160953},{ENSG00000167468},{ENSG00000167470},{ENSG00000172232},{ENSG00000175221},{ENSG00000180448},{ENSG00000181588},{ENSG00000182087},{ENSG00000185761},{ENSG00000185988},{ENSG00000196415},{ENSG00000197561},{ENSG00000197766},{ENSG00000198858},{ENSG00000228300},{ENSG00000267059}"
846	"S.HDL.P (high density lipoprotein cholesterol measurement)"	"{ASF1B},{C19orf53},{C19orf57},{C19orf67},{CACNA1A},{CC2D1A},{CCDC130},{DCAF15},{IL27RA},{LPHN1},{MRI1},{NANOS3},{PALM3},{PODNL1},{PRKACA},{RFX1},{RLN3},{SAMD1},{ZSWIM4}"	"{ENSG00000037757},{ENSG00000072062},{ENSG00000072071},{ENSG00000104957},{ENSG00000104979},{ENSG00000104998},{ENSG00000105011},{ENSG00000132000},{ENSG00000132003},{ENSG00000132005},{ENSG00000132016},{ENSG00000132017},{ENSG00000132024},{ENSG00000141837},{ENSG00000141858},{ENSG00000171136},{ENSG00000187556},{ENSG00000187867},{ENSG00000188032}"
847	"Blood metabolite levels (X-11593--O-methylascorbate)"	"{CADM4},{ETHE1},{IRGC},{IRGQ},{KCNN4},{LYPD3},{LYPD5},{PHLDB3},{PINLYP},{PLAUR},{PSG9},{SMG9},{SRRM5},{TEX101},{XRCC1},{ZNF155},{ZNF221},{ZNF222},{ZNF223},{ZNF224},{ZNF225},{ZNF226},{ZNF227},{ZNF230},{ZNF233},{ZNF234},{ZNF235},{ZNF283},{ZNF284},{ZNF404},{ZNF428},{ZNF45},{ZNF575},{ZNF576}"	"{ENSG00000011422},{ENSG00000073050},{ENSG00000104783},{ENSG00000105755},{ENSG00000105767},{ENSG00000105771},{ENSG00000124444},{ENSG00000124449},{ENSG00000124459},{ENSG00000124466},{ENSG00000131115},{ENSG00000131116},{ENSG00000131126},{ENSG00000159871},{ENSG00000159882},{ENSG00000159885},{ENSG00000159905},{ENSG00000159915},{ENSG00000159917},{ENSG00000167378},{ENSG00000167380},{ENSG00000167637},{ENSG00000176222},{ENSG00000176472},{ENSG00000176531},{ENSG00000178386},{ENSG00000183668},{ENSG00000186026},{ENSG00000204920},{ENSG00000226763},{ENSG00000234465},{ENSG00000256294},{ENSG00000263002},{ENSG00000267022},{ENSG00000267680}"
848	"Liver Cirrhosis, Biliary"	"{ALDH16A1},{BAX},{BCAT2},{C19orf73},{CA11},{CCDC155},{CD37},{CGB},{CGB1},{CGB2},{CGB5},{CGB7},{CGB8},{CYTH2},{DBP},{DHDH},{DKKL1},{FAM83E},{FGF21},{FTL},{FUT1},{FUT2},{GFY},{GYS1},{HRC},{HSD17B14},{IZUMO1},{KCNA7},{KCNJ14},{LHB},{LIN7B},{LMTK3},{MAMSTR},{NTF4},{NTN5},{NUCB1},{PIH1D1},{PLEKHA4},{PPFIA3},{PPP1R15A},{PTH2},{RASIP1},{RPL18},{RUVBL2},{SLC17A7},{SLC6A16},{SNRNP70},{SPACA4},{SPHK2},{SULT2B1},{TEAD2},{TRPM4},{TULP2}"	"{ENSG00000063127},{ENSG00000063176},{ENSG00000063177},{ENSG00000063180},{ENSG00000074219},{ENSG00000087074},{ENSG00000087076},{ENSG00000087086},{ENSG00000087088},{ENSG00000088002},{ENSG00000104804},{ENSG00000104805},{ENSG00000104808},{ENSG00000104812},{ENSG00000104818},{ENSG00000104826},{ENSG00000104827},{ENSG00000104848},{ENSG00000104852},{ENSG00000104863},{ENSG00000104872},{ENSG00000104888},{ENSG00000104894},{ENSG00000104901},{ENSG00000105443},{ENSG00000105516},{ENSG00000105523},{ENSG00000105538},{ENSG00000105550},{ENSG00000105552},{ENSG00000105559},{ENSG00000130528},{ENSG00000130529},{ENSG00000142233},{ENSG00000142235},{ENSG00000142538},{ENSG00000161609},{ENSG00000161618},{ENSG00000174951},{ENSG00000176909},{ENSG00000176920},{ENSG00000177202},{ENSG00000177380},{ENSG00000182264},{ENSG00000182324},{ENSG00000183207},{ENSG00000189052},{ENSG00000196337},{ENSG00000213030},{ENSG00000221916},{ENSG00000225950},{ENSG00000261949},{ENSG00000267631}"
849	"Hemophilia A"	"{EGF},{ELOVL6},{ENPEP},{PITX2}"	"{ENSG00000138792},{ENSG00000138798},{ENSG00000164093},{ENSG00000170522}"
850	"Cerebral Palsy"	"{ABCA3},{AMDHD2},{ATP6C},{ATP6V0C},{BRICD5},{C16orf59},{CASKIN1},{CCNF},{CEMP1},{CRAMP1L},{DNASE1L2},{E4F1},{ECI1},{EME2},{FAHD1},{GFER},{HAGH},{HN1L},{HS3ST6},{IFT140},{IGFALS},{MAPK8IP3},{MEIOB},{MLST8},{MRPS34},{MSRB1},{NDUFB10},{NME3},{NOXO1},{NPW},{NTHL1},{NTN3},{NUBP2},{PGP},{PKD1},{RAB26},{RNF151},{RNPS1},{RPL3L},{RPS2},{SLC9A3R2},{SPSB3},{SYNGR3},{TBC1D24},{TBL3},{TMEM204},{TRAF7},{TSC2},{ZNF598}"	"{ENSG00000007545},{ENSG00000008710},{ENSG00000063854},{ENSG00000065054},{ENSG00000065057},{ENSG00000074071},{ENSG00000095906},{ENSG00000099769},{ENSG00000103024},{ENSG00000103197},{ENSG00000127554},{ENSG00000127561},{ENSG00000131634},{ENSG00000131653},{ENSG00000138834},{ENSG00000140986},{ENSG00000140988},{ENSG00000140990},{ENSG00000162032},{ENSG00000162039},{ENSG00000162040},{ENSG00000162062},{ENSG00000162063},{ENSG00000162065},{ENSG00000162066},{ENSG00000162068},{ENSG00000167962},{ENSG00000167964},{ENSG00000167965},{ENSG00000167967},{ENSG00000167968},{ENSG00000167969},{ENSG00000167971},{ENSG00000167972},{ENSG00000179580},{ENSG00000180185},{ENSG00000182685},{ENSG00000183751},{ENSG00000183971},{ENSG00000184207},{ENSG00000185883},{ENSG00000187535},{ENSG00000196408},{ENSG00000197774},{ENSG00000198736},{ENSG00000205923},{ENSG00000205937},{ENSG00000206053},{ENSG00000259784}"
851	"Neutrophil side scatter distribution width"	"{ABCA3},{AMDHD2},{ATP6C},{ATP6V0C},{BRICD5},{C16orf59},{CASKIN1},{CCNF},{CEMP1},{CRAMP1L},{DNASE1L2},{E4F1},{ECI1},{EME2},{FAHD1},{GFER},{HAGH},{HN1L},{HS3ST6},{IFT140},{IGFALS},{MAPK8IP3},{MEIOB},{MLST8},{MRPS34},{MSRB1},{NDUFB10},{NME3},{NOXO1},{NPW},{NTHL1},{NTN3},{NUBP2},{PDPK1},{PGP},{PKD1},{RAB26},{RNF151},{RNPS1},{RPL3L},{RPS2},{SLC9A3R2},{SPSB3},{SYNGR3},{TBC1D24},{TBL3},{TMEM204},{TRAF7},{TSC2},{ZNF598}"	"{ENSG00000007545},{ENSG00000008710},{ENSG00000063854},{ENSG00000065054},{ENSG00000065057},{ENSG00000074071},{ENSG00000095906},{ENSG00000099769},{ENSG00000103024},{ENSG00000103197},{ENSG00000127554},{ENSG00000127561},{ENSG00000131634},{ENSG00000131653},{ENSG00000138834},{ENSG00000140986},{ENSG00000140988},{ENSG00000140990},{ENSG00000140992},{ENSG00000162032},{ENSG00000162039},{ENSG00000162040},{ENSG00000162062},{ENSG00000162063},{ENSG00000162065},{ENSG00000162066},{ENSG00000162068},{ENSG00000167962},{ENSG00000167964},{ENSG00000167965},{ENSG00000167967},{ENSG00000167968},{ENSG00000167969},{ENSG00000167971},{ENSG00000167972},{ENSG00000179580},{ENSG00000180185},{ENSG00000182685},{ENSG00000183751},{ENSG00000183971},{ENSG00000184207},{ENSG00000185883},{ENSG00000187535},{ENSG00000196408},{ENSG00000197774},{ENSG00000198736},{ENSG00000205923},{ENSG00000205937},{ENSG00000206053},{ENSG00000259784}"
852	"Platelet forward scatter"	"{ACP5},{C19orf38},{C19orf52},{C19orf80},{CARM1},{CCDC151},{CCDC159},{CNN1},{DKFZP761J1410},{DNM2},{DOCK6},{ECSIT},{ELAVL3},{ELOF1},{EPOR},{KANK2},{LDLR},{PRKCSH},{RAB3D},{RGL3},{SMARCA4},{SPC24},{SWSAP1},{TMED1},{TMEM205},{TSPAN16},{YIPF2},{ZNF441},{ZNF627},{ZNF653},{ZNF823}"	"{ENSG00000079805},{ENSG00000099203},{ENSG00000102575},{ENSG00000105514},{ENSG00000105518},{ENSG00000105520},{ENSG00000127616},{ENSG00000130158},{ENSG00000130159},{ENSG00000130164},{ENSG00000130165},{ENSG00000130167},{ENSG00000130173},{ENSG00000130175},{ENSG00000130176},{ENSG00000130733},{ENSG00000142444},{ENSG00000142453},{ENSG00000161888},{ENSG00000161914},{ENSG00000173928},{ENSG00000183401},{ENSG00000187266},{ENSG00000196361},{ENSG00000197044},{ENSG00000197256},{ENSG00000197933},{ENSG00000198003},{ENSG00000198551},{ENSG00000205517},{ENSG00000214212}"
